"articlenumber_value","price","special_price","releasedate"
"AI3174","160",,"2016-01-01 00:00:00"
"AI3178","170",,"2016-01-02 00:00:00"
"AI3180","170",,"2016-01-02 00:00:00"
"AI3183","170",,"2016-01-02 00:00:00"
"AI3206","100",,"2016-01-02 00:00:00"
"AI3210","150",,"2016-01-01 00:00:00"
"AI3224","210",,"2016-01-02 00:00:00"
"AI3231","180",,"2016-01-02 00:00:00"
"AI3274","170",,"2016-01-02 00:00:00"
"AI3293","160",,"2016-15-01 00:00:00"
"AI3687","150",,"2016-01-02 00:00:00"
"AI3701","140",,"2016-01-02 00:00:00"
"AI3704","140",,"2016-01-02 00:00:00"
"AI3708","250",,"2016-01-02 00:00:00"
"AI3709","250",,"2016-01-02 00:00:00"
"AI3741","150",,"2016-15-01 00:00:00"
"AI3742","130",,"2016-01-01 00:00:00"
"AI3747","230",,"2016-01-01 00:00:00"
"AI3985","150",,"2016-15-01 00:00:00"
"AI4460","134",,"2016-01-01 00:00:00"
"AI4463","134",,"2016-01-01 00:00:00"
"AI4541","150",,"2016-01-02 00:00:00"
"AI4855","250",,"2016-01-01 00:00:00"
"AI4862","25",,"2016-01-01 00:00:00"
"AI5889","65",,"2016-01-01 00:00:00"
"AI7286","210",,"2016-01-02 00:00:00"
"AI7476","85",,"2016-01-02 00:00:00"
"AI7477","150",,"2016-01-02 00:00:00"
"AI7478","180",,"2016-01-02 00:00:00"
"AI7480","140",,"2016-01-01 00:00:00"
"AI7993","100",,"2016-01-02 00:00:00"
"AI8035","320",,"2016-01-02 00:00:00"
"AI8111","79",,"2016-01-02 00:00:00"
"AI8119","100",,"2016-01-02 00:00:00"
"AI8197","79",,"2016-01-01 00:00:00"
"AI8259","170",,"2016-01-02 00:00:00"
"AI8267","79",,"2016-01-02 00:00:00"
"AI8269","79",,"2016-01-02 00:00:00"
"AI8316","140",,"2016-15-01 00:00:00"
"AI8336","130",,"2016-01-02 00:00:00"
"AI8383","230",,"2016-15-02 00:00:00"
"AI8448","300",,"2016-15-01 00:00:00"
"AI8451","280",,"2016-15-02 00:00:00"
"AI8457","410",,"2016-15-02 00:00:00"
"AI8459","410",,"2016-15-02 00:00:00"
"AI8464","280",,"2016-15-02 00:00:00"
"AI8762","410",,"2016-15-02 00:00:00"
"AI8771","260",,"2016-15-02 00:00:00"
"AI8874","300",,"2016-15-02 00:00:00"
"AI8911","210",,"2016-15-02 00:00:00"
"AJ0022","70",,"2016-01-01 00:00:00"
"AJ0023","140",,"2016-01-01 00:00:00"
"AJ0025","190",,"2016-01-01 00:00:00"
"AJ0071","99",,"2016-01-01 00:00:00"
"AJ0221","70",,"2016-01-01 00:00:00"
"AJ0223","190",,"2016-01-01 00:00:00"
"AJ0266","80",,"2016-01-01 00:00:00"
"AJ0267","80",,"2016-01-01 00:00:00"
"AJ0275","140",,"2016-01-01 00:00:00"
"AJ0276","190",,"2016-01-01 00:00:00"
"AJ0535","199",,"2016-01-02 00:00:00"
"AJ0536","199",,"2016-01-02 00:00:00"
"AJ0538","130",,"2016-01-02 00:00:00"
"AJ0539","130",,"2016-01-02 00:00:00"
"AJ0963","140",,"2016-15-01 00:00:00"
"AJ1246","260",,"2016-01-02 00:00:00"
"AJ1247","240",,"2016-01-02 00:00:00"
"AJ1278","99",,"2016-01-01 00:00:00"
"AJ1363","60",,"2016-01-01 00:00:00"
"AJ1364","60",,"2016-01-01 00:00:00"
"AJ1366","60",,"2016-01-01 00:00:00"
"AJ1369","60",,"2016-01-01 00:00:00"
"AJ1389","55",,"2016-01-01 00:00:00"
"AJ1390","55",,"2016-01-01 00:00:00"
"AJ1391","55",,"2016-01-01 00:00:00"
"AJ1392","55",,"2016-01-01 00:00:00"
"AJ1393","55",,"2016-01-01 00:00:00"
"AJ1524","210",,"2016-01-01 00:00:00"
"AJ1544","150",,"2016-01-02 00:00:00"
"AJ1547","110",,"2016-01-02 00:00:00"
"AJ1551","120",,"2016-01-02 00:00:00"
"AJ1764","110",,"2016-01-02 00:00:00"
"AJ1949","110",,"2016-01-01 00:00:00"
"AJ2265","150",,"2016-01-02 00:00:00"
"AJ3208","170",,"2016-01-01 00:00:00"
"AJ3215","120",,"2016-01-02 00:00:00"
"AJ3219","110",,"2016-01-01 00:00:00"
"AJ3222","150",,"2016-01-02 00:00:00"
"AJ3790","250",,"2016-01-01 00:00:00"
"AJ4065","170",,"2016-01-01 00:00:00"
"AJ4208","110",,"2016-01-02 00:00:00"
"AJ4696","170",,"2016-01-07 00:00:00"
"AJ4704","180",,"2016-01-02 00:00:00"
"AJ4706","180",,"2016-01-02 00:00:00"
"AJ4715","210",,"2016-01-02 00:00:00"
"AJ4718","210",,"2016-01-02 00:00:00"
"AJ4775","99",,"2016-01-02 00:00:00"
"AJ4785","99",,"2016-01-02 00:00:00"
"AJ4786","220",,"2016-01-02 00:00:00"
"AJ4791","199",,"2016-01-02 00:00:00"
"AJ4799","99",,"2016-01-01 00:00:00"
"AJ4811","299",,"2016-15-04 00:00:00"
"AJ4813","299",,"2016-01-02 00:00:00"
"AJ4821","240",,"2016-01-07 00:00:00"
"AJ4850","140",,"2016-01-01 00:00:00"
"AJ4862","270",,"2016-01-02 00:00:00"
"AJ4876","120",,"2016-01-02 00:00:00"
"AJ4878","120",,"2016-01-02 00:00:00"
"AJ4932","140",,"2016-01-02 00:00:00"
"AJ4933","140",,"2016-01-02 00:00:00"
"AJ4958","90",,"2016-01-01 00:00:00"
"AJ5018","120",,"2016-01-01 00:00:00"
"AJ5026","170",,"2016-01-02 00:00:00"
"AJ5029","170",,"2016-01-01 00:00:00"
"AJ5058","140",,"2016-01-02 00:00:00"
"AJ5059","140",,"2016-01-02 00:00:00"
"AJ5069","130",,"2016-01-02 00:00:00"
"AJ5179","199",,"2016-01-01 00:00:00"
"AJ5337","90",,"2016-01-02 00:00:00"
"AJ5351","80",,"2016-01-07 00:00:00"
"AJ5499","90",,"2016-01-01 00:00:00"
"AJ5500","90",,"2016-01-02 00:00:00"
"AJ5503","110",,"2016-01-02 00:00:00"
"AJ5507","110",,"2016-01-02 00:00:00"
"AJ5515","140",,"2016-01-02 00:00:00"
"AJ5519","140",,"2016-01-02 00:00:00"
"AJ5521","160",,"2016-01-02 00:00:00"
"AJ5522","160",,"2016-01-02 00:00:00"
"AJ5523","140",,"2016-01-02 00:00:00"
"AJ5524","140",,"2016-01-02 00:00:00"
"AJ5552","250",,"2016-01-02 00:00:00"
"AJ5553","250",,"2016-01-02 00:00:00"
"AJ5563","180",,"2016-01-02 00:00:00"
"AJ5577","180",,"2016-01-02 00:00:00"
"AJ5590","75",,"2016-01-02 00:00:00"
"AJ5591","75",,"2016-01-02 00:00:00"
"AJ5597","180",,"2016-01-02 00:00:00"
"AJ5712","199",,"2016-01-01 00:00:00"
"AJ5739","80",,"2016-01-07 00:00:00"
"AJ5743","80",,"2016-01-02 00:00:00"
"AJ5750","125",,"2016-01-02 00:00:00"
"AJ5751","125",,"2016-01-01 00:00:00"
"AJ5757","85",,"2016-01-02 00:00:00"
"AJ5758","85",,"2016-01-01 00:00:00"
"AJ5762","80",,"2016-01-02 00:00:00"
"AJ5775","180",,"2016-01-02 00:00:00"
"AJ5778","150",,"2016-01-02 00:00:00"
"AJ6044","100",,"2016-01-02 00:00:00"
"AJ6053","199",,"2016-01-02 00:00:00"
"AJ6067","90",,"2016-01-02 00:00:00"
"AJ6131","90",,"2016-01-01 00:00:00"
"AJ6133","180",,"2016-01-01 00:00:00"
"AJ6217","230",,"2016-01-01 00:00:00"
"AJ6220","85",,"2016-01-02 00:00:00"
"AJ6223","140",,"2016-01-02 00:00:00"
"AJ6270","65",,"2016-01-02 00:00:00"
"AJ6271","65",,"2016-01-02 00:00:00"
"AJ6272","140",,"2016-01-02 00:00:00"
"AJ6278","140",,"2016-01-02 00:00:00"
"AJ6279","140",,"2016-01-02 00:00:00"
"AJ6393","120",,"2016-01-01 00:00:00"
"AJ6412","100",,"2016-01-01 00:00:00"
"AJ6557","75",,"2016-01-02 00:00:00"
"AJ6586","150",,"2016-01-01 00:00:00"
"AJ6588","150",,"2016-01-02 00:00:00"
"AJ6964","220",,"2016-01-01 00:00:00"
"AJ7012","90",,"2016-01-01 00:00:00"
"AJ7018","99",,"2016-01-01 00:00:00"
"AJ7099","230",,"2016-01-02 00:00:00"
"AJ7108","99",,"2016-01-02 00:00:00"
"AJ7140","120",,"2016-01-02 00:00:00"
"AJ7142","120",,"2016-01-02 00:00:00"
"AJ7166","120",,"2016-01-02 00:00:00"
"AJ7183","120",,"2016-01-01 00:00:00"
"AJ7230","270",,"2016-01-02 00:00:00"
"AJ7232","160",,"2016-01-02 00:00:00"
"AJ7234","320",,"2016-01-02 00:00:00"
"AJ7242","180",,"2016-01-02 00:00:00"
"AJ7266","220",,"2016-01-02 00:00:00"
"AJ7343","480",,"2016-30-01 00:00:00"
"AJ7379","90",,"2016-01-01 00:00:00"
"AJ7387","95",,"2016-01-02 00:00:00"
"AJ7634","230",,"2016-01-01 00:00:00"
"AJ7675","180",,"2016-01-02 00:00:00"
"AJ7678","180",,"2016-01-02 00:00:00"
"AJ7830","140",,"2016-01-02 00:00:00"
"AJ7880","210",,"2016-01-02 00:00:00"
"AJ7882","270",,"2016-01-02 00:00:00"
"AJ7888","270",,"2016-01-01 00:00:00"
"AJ7889","270",,"2016-01-01 00:00:00"
"AJ7903","140",,"2016-01-01 00:00:00"
"AJ7974","290",,"2016-01-02 00:00:00"
"AJ7975","270",,"2016-01-02 00:00:00"
"AJ7983","140",,"2016-01-02 00:00:00"
"AJ7984","270",,"2016-01-02 00:00:00"
"AJ8050","270",,"2016-01-02 00:00:00"
"AJ8148","250",,"2016-01-01 00:00:00"
"AJ8153","99",,"2016-01-01 00:00:00"
"AJ8179","280",,"2016-01-02 00:00:00"
"AJ8225","240",,"2016-01-02 00:00:00"
"AJ8296","219",,"2016-01-02 00:00:00"
"AJ8413","220",,"2016-01-01 00:00:00"
"AJ8453","260",,"2016-01-01 00:00:00"
"AJ8527","120",,"2016-15-01 00:00:00"
"AJ8608","199",,"2016-01-01 00:00:00"
"AJ8615","159",,"2016-01-02 00:00:00"
"AJ8617","119",,"2016-01-02 00:00:00"
"AJ8705","70",,"2016-01-01 00:00:00"
"AJ8857","120",,"2016-01-02 00:00:00"
"AJ8860","140",,"2016-01-02 00:00:00"
"AJ8867","270",,"2016-01-02 00:00:00"
"AJ8868","260",,"2016-01-02 00:00:00"
"AJ8869","140",,"2016-01-02 00:00:00"
"AJ8870","170",,"2016-01-02 00:00:00"
"AJ8880","120",,"2016-01-01 00:00:00"
"AJ8888","140",,"2016-01-01 00:00:00"
"AJ8896","120",,"2016-01-01 00:00:00"
"AJ8921","50",,"2016-01-01 00:00:00"
"AJ8954","70",,"2016-01-01 00:00:00"
"AJ9249","180",,"2016-15-01 00:00:00"
"AJ9275","180",,"2016-01-01 00:00:00"
"AJ9289","180",,"2016-15-01 00:00:00"
"AJ9325","80",,"2016-01-02 00:00:00"
"AJ9333","99",,"2016-01-02 00:00:00"
"AJ9370","140",,"2016-01-02 00:00:00"
"AJ9371","140",,"2016-01-02 00:00:00"
"AJ9442","140",,"2016-01-02 00:00:00"
"AJ9463","30",,"2016-01-02 00:00:00"
"AJ9464","30",,"2016-01-02 00:00:00"
"AJ9465","30",,"2016-01-02 00:00:00"
"AJ9466","30",,"2016-01-02 00:00:00"
"AJ9523","270",,"2016-01-02 00:00:00"
"AJ9699","140",,"2016-01-02 00:00:00"
"AJ9700","140",,"2016-01-02 00:00:00"
"AJ9705","70",,"2016-01-01 00:00:00"
"AJ9713","55",,"2016-01-01 00:00:00"
"AJ9908","55",,"2016-01-01 00:00:00"
"AJ9936","99",,"2016-01-01 00:00:00"
"AJ9982","140",,"2016-01-02 00:00:00"
"AJ9983","140",,"2016-01-02 00:00:00"
"AJ9984","140",,"2016-01-02 00:00:00"
"AJ9988","60",,"2016-01-02 00:00:00"
"AJ9989","60",,"2016-01-02 00:00:00"
"AJ9991","180",,"2016-01-02 00:00:00"
"AJ9992","180",,"2016-01-02 00:00:00"
"AJ9993","160",,"2016-01-02 00:00:00"
"AJ9994","160",,"2016-01-02 00:00:00"
"AJ9997","140",,"2016-01-02 00:00:00"
"AJ9998","140",,"2016-01-02 00:00:00"
"AK0025","45",,"2016-01-02 00:00:00"
"AK0026","45",,"2016-01-02 00:00:00"
"AK0027","45",,"2016-01-02 00:00:00"
"AK0071","150",,"2016-01-02 00:00:00"
"AK0072","150",,"2016-01-02 00:00:00"
"AK0078","134",,"2016-01-02 00:00:00"
"AK0083","124",,"2016-01-01 00:00:00"
"AK0088","134",,"2016-01-01 00:00:00"
"AK0238","130",,"2016-01-02 00:00:00"
"AK0375","220",,"2016-01-02 00:00:00"
"AK0674","85",,"2016-01-02 00:00:00"
"AK0690","150",,"2016-01-02 00:00:00"
"AK0706","180",,"2016-01-01 00:00:00"
"AK0707","180",,"2016-01-02 00:00:00"
"AK0711","130",,"2016-01-01 00:00:00"
"AK0718","140",,"2016-01-02 00:00:00"
"AK0946","79",,"2016-01-01 00:00:00"
"AK0959","89",,"2016-01-02 00:00:00"
"AK0960","89",,"2016-01-02 00:00:00"
"AK0962","89",,"2016-01-02 00:00:00"
"AK0971","129",,"2016-01-02 00:00:00"
"AK0980","179",,"2016-01-02 00:00:00"
"AK1188","159",,"2016-01-02 00:00:00"
"AK1193","79",,"2016-01-02 00:00:00"
"AK1195","79",,"2016-01-02 00:00:00"
"AK1200","119",,"2016-01-02 00:00:00"
"AK1535","90",,"2016-01-01 00:00:00"
"AK1601","220",,"2016-01-02 00:00:00"
"AK1603","199",,"2016-01-01 00:00:00"
"AK1617","75",,"2016-01-02 00:00:00"
"AK1618","75",,"2016-01-01 00:00:00"
"AK1757","110",,"2016-01-02 00:00:00"
"AK1764","120",,"2016-01-01 00:00:00"
"AK1765","120",,"2016-01-02 00:00:00"
"AK1794","80",,"2016-01-02 00:00:00"
"AK1795","80",,"2016-01-02 00:00:00"
"AK1796","80",,"2016-01-02 00:00:00"
"AK1798","80",,"2016-01-01 00:00:00"
"AK1801","180",,"2016-01-02 00:00:00"
"AK1822","99",,"2016-01-02 00:00:00"
"AK1823","99",,"2016-01-02 00:00:00"
"AK1824","220",,"2016-01-02 00:00:00"
"AK1906","100",,"2016-01-02 00:00:00"
"AK1907","180",,"2016-01-02 00:00:00"
"AK1945","160",,"2016-01-02 00:00:00"
"AK1959","75",,"2016-01-02 00:00:00"
"AK2036","70",,"2016-01-02 00:00:00"
"AK2066","70",,"2016-01-02 00:00:00"
"AK2080","70",,"2016-01-01 00:00:00"
"AK2081","70",,"2016-01-01 00:00:00"
"AK2094","160",,"2016-01-02 00:00:00"
"AK2146","110",,"2016-01-01 00:00:00"
"AK2259","100",,"2016-01-01 00:00:00"
"AK2260","100",,"2016-01-01 00:00:00"
"AK2263","40",,"2016-01-01 00:00:00"
"AK2266","40",,"2016-01-01 00:00:00"
"AK2298","20",,"2016-01-01 00:00:00"
"AK2299","20",,"2016-01-01 00:00:00"
"AK2300","20",,"2016-01-01 00:00:00"
"AK2311","20",,"2016-01-01 00:00:00"
"AK2312","20",,"2016-01-01 00:00:00"
"AK2313","20",,"2016-01-01 00:00:00"
"AK2366","130",,"2016-01-02 00:00:00"
"AK2367","130",,"2016-01-02 00:00:00"
"AK2368","130",,"2016-01-02 00:00:00"
"AK2369","130",,"2016-01-02 00:00:00"
"AK2370","130",,"2016-01-02 00:00:00"
"AK2378","130",,"2016-01-02 00:00:00"
"AK2379","130",,"2016-01-02 00:00:00"
"AK2380","130",,"2016-01-02 00:00:00"
"AK2472","130",,"2016-01-02 00:00:00"
"AK2473","130",,"2016-01-02 00:00:00"
"AK2518","100",,"2016-01-01 00:00:00"
"AK2563","140",,"2016-01-02 00:00:00"
"AK2658","90",,"2016-01-01 00:00:00"
"AK2661","90",,"2016-01-02 00:00:00"
"AK2662","90",,"2016-01-02 00:00:00"
"AK2684","180",,"2016-01-02 00:00:00"
"AK2700","90",,"2016-01-02 00:00:00"
"AK2701","90",,"2016-01-02 00:00:00"
"AK2709","75",,"2016-01-02 00:00:00"
"AK2749","150",,"2016-01-01 00:00:00"
"AK2779","95",,"2016-01-02 00:00:00"
"AN9907","180",,"2016-01-02 00:00:00"
"AN9959","70",,"2016-01-01 00:00:00"
"AO0020","120",,"2016-01-02 00:00:00"
"AO0537","230",,"2016-01-02 00:00:00"
"AO2289","150",,"2016-15-01 00:00:00"
"AO2296","130",,"2016-01-02 00:00:00"
"AO2532","60",,"2016-01-02 00:00:00"
"AO2533","60",,"2016-01-02 00:00:00"
"AO2810","99",,"2016-01-01 00:00:00"
"AO2825","75",,"2016-01-02 00:00:00"
"AO2919","540",,"2016-15-02 00:00:00"
"AO2921","190",,"2016-15-02 00:00:00"
"AO3004","99",,"2016-01-02 00:00:00"
"AO3414","80",,"2016-01-02 00:00:00"
"AO3468","150",,"2016-01-01 00:00:00"
"AO3801","280",,"2016-15-02 00:00:00"
"AO3933","99",,"2016-01-02 00:00:00"
"AO4054","130",,"2016-01-02 00:00:00"
"AO4694","180",,"2016-01-02 00:00:00"
"AO4696","210",,"2016-01-02 00:00:00"
"AP0509","320",,"2016-01-02 00:00:00"
"AP8544","540",,"2016-15-02 00:00:00"
"AP9775","300",,"2016-01-02 00:00:00"
"AQ1331","180",,"2016-01-02 00:00:00"
"AQ1332","180",,"2016-01-01 00:00:00"
"AQ1362","210",,"2016-01-01 00:00:00"
"AQ1430","230",,"2016-01-01 00:00:00"
"AQ1442","140",,"2016-01-01 00:00:00"
"AQ1485","190",,"2016-01-01 00:00:00"
"AQ1489","250",,"2016-01-02 00:00:00"
"AQ1490","250",,"2016-01-02 00:00:00"
"AQ1491","250",,"2016-01-02 00:00:00"
"AQ1550","140",,"2016-01-01 00:00:00"
"AQ1557","210",,"2016-01-02 00:00:00"
"AQ2317","260",,"2016-01-01 00:00:00"
"AQ2551","490",,"2016-29-01 00:00:00"
"AQ2555","330",,"2016-29-01 00:00:00"
"AQ2557","330",,"2016-29-01 00:00:00"
"AQ2561","210",,"2016-29-01 00:00:00"
"AQ2565","250",,"2016-29-01 00:00:00"
"AQ2566","250",,"2016-29-01 00:00:00"
"AQ2590","330",,"2016-29-01 00:00:00"
"AQ2915","480",,"2016-01-01 00:00:00"
"AQ3082","1000",,"2016-29-01 00:00:00"
"AQ3925","330",,"2016-29-01 00:00:00"
"AQ4439","430",,"2016-01-02 00:00:00"
"AQ4440","430",,"2016-01-02 00:00:00"
"AQ4441","430",,"2016-01-02 00:00:00"
"AQ4442","430",,"2016-01-02 00:00:00"
"AQ4823","140",,"2016-01-01 00:00:00"
"AQ4845","160",,"2016-01-02 00:00:00"
"AQ4878","370",,"2016-01-01 00:00:00"
"AQ4895","410",,"2016-05-02 00:00:00"
"AQ4901","280",,"2016-05-02 00:00:00"
"AQ4935","110",,"2016-01-02 00:00:00"
"AQ4936","110",,"2016-01-02 00:00:00"
"AQ5050","110",,"2016-01-02 00:00:00"
"AQ5069","199",,"2016-05-02 00:00:00"
"AQ5151","1000",,"2016-29-01 00:00:00"
"AQ5256","70",,"2016-01-01 00:00:00"
"AQ5672","590",,"2016-01-01 00:00:00"
"AQ6279","199",,"2016-01-02 00:00:00"
"AQ6280","170",,"2016-01-02 00:00:00"
"AQ6680","419",,"2016-02-03 00:00:00"
"AQ6681","419",,"2016-03-02 00:00:00"
"AQ6682","419",,"2016-03-02 00:00:00"
"AQ6722","450",,"2016-01-02 00:00:00"
"AQ6723","450",,"2016-01-02 00:00:00"
"AQ6724","450",,"2016-01-02 00:00:00"
"AQ6726","450",,"2016-11-02 00:00:00"
"AQ6761","419",,"2016-24-02 00:00:00"
"AQ6763","419",,"2016-24-02 00:00:00"
"AQ7412","579",,"2016-01-02 00:00:00"
"AQ8212","430",,"2016-13-02 00:00:00"
"AQ8489","399",,"2016-01-01 00:00:00"
"AQ8490","399",,"2016-01-02 00:00:00"
"AZ3246","270",,"2016-01-02 00:00:00"
"AZ4939","140",,"2016-01-02 00:00:00"
"AZ4941","140",,"2016-01-02 00:00:00"
"AZ4943","140",,"2016-01-02 00:00:00"
"AZ4946","250",,"2016-01-02 00:00:00"
"B27136","330",,"2015-01-02 00:00:00"
"B40197","180",,"2016-01-02 00:00:00"
"B48968","120",,"2016-01-02 00:00:00"
"B48970","120",,"2016-01-02 00:00:00"
"B48974","270",,"2016-01-02 00:00:00"
"B48990","170",,"2016-01-02 00:00:00"
"D67479","60",,"2014-01-06 00:00:00"
"F37123","479",,"2016-01-02 00:00:00"
"F37124","479",,"2016-05-02 00:00:00"
"F37147","560",,"2016-28-01 00:00:00"
"F99357","195",,"2016-01-01 00:00:00"
"F99366","230",,"2016-01-01 00:00:00"
"F99461","170",,"2016-01-02 00:00:00"
"F99462","170",,"2016-01-02 00:00:00"
"F99466","170",,"2016-01-02 00:00:00"
"F99567","230",,"2016-01-01 00:00:00"
"F99572","280",,"2016-01-02 00:00:00"
"F99574","280",,"2016-01-02 00:00:00"
"F99667","210",,"2016-01-01 00:00:00"
"G06799","60",,"2011-01-08 00:00:00"
"M20607","190",,"2015-01-01 00:00:00"
"Q16507","699",,"2016-01-02 00:00:00"
"Q16510","579",,"2016-01-02 00:00:00"
"S11629","50",,"2015-22-07 00:00:00"
"S12328","114",,"2015-01-04 00:00:00"
"S12630","200",,"2015-15-06 00:00:00"
"S12653","300",,"2015-15-06 00:00:00"
"S14294","270",,"2015-13-05 00:00:00"
"S17593","65",,"2015-01-03 00:00:00"
"S17995","140",,"2015-01-05 00:00:00"
"S21319","160",,"2016-01-02 00:00:00"
"S21320","160",,"2016-01-02 00:00:00"
"S21336","180",,"2016-01-02 00:00:00"
"S21338","180",,"2016-01-02 00:00:00"
