"articlenumber_value","price","special_price","releasedate"
"S75556","3490",,"2016-01-01 00:00:00"
"S75579","4190",,"2016-11-02 00:00:00"
"S75580","4190",,"2016-11-02 00:00:00"
"S77982","690",,"2016-01-01 00:00:00"
"S77990","690",,"2016-01-01 00:00:00"
"S78015","1090",,"2016-01-02 00:00:00"
"S78016","1090",,"2016-01-02 00:00:00"
"S78019","1090",,"2016-01-02 00:00:00"
"S78020","1090",,"2016-01-02 00:00:00"
"S78394","4190",,"2016-01-02 00:00:00"
"S78417","6090",,"2016-15-01 00:00:00"
"S78452","790",,"2016-01-01 00:00:00"
"S78647","2890",,"2016-01-01 00:00:00"
"S78648","3590",,"2016-01-02 00:00:00"
"S78928","4390",,"2016-01-02 00:00:00"
"S78930","4390",,"2016-01-02 00:00:00"
"S78976","3490",,"2016-01-01 00:00:00"
"S79021","3290",,"2016-01-01 00:00:00"
"S79023","3290",,"2016-01-01 00:00:00"
"S79047","3990",,"2015-01-11 00:00:00"
"S79061","3690",,"2016-15-02 00:00:00"
"S79062","3690",,"2016-15-02 00:00:00"
"S79078","3690",,"2016-01-02 00:00:00"
"S79080","3690",,"2016-01-02 00:00:00"
"S79095","3490",,"2016-01-01 00:00:00"
"S79096","3490",,"2016-01-01 00:00:00"
"S79126","4990",,"2016-16-01 00:00:00"
"S79130","5290",,"2016-01-01 00:00:00"
"S79299","4690",,"2016-01-02 00:00:00"
"S79478","6990",,"2016-30-01 00:00:00"
"S81337","2990",,"2015-01-06 00:00:00"
"S81338","2990",,"2015-01-06 00:00:00"
"S88115","1690",,"2015-01-07 00:00:00"
"S90218","750",,"2015-15-08 00:00:00"
"S90220","750",,"2015-15-08 00:00:00"
"S90389","1490",,"2015-01-07 00:00:00"
"S93289","2690",,"2016-01-01 00:00:00"
"S93452","1490",,"2016-01-02 00:00:00"
"S93456","1490",,"2016-01-01 00:00:00"
"S93497","2890",,"2016-01-02 00:00:00"
"S95874","690",,"2016-01-01 00:00:00"
