ARTICLE_NO,PRICE,SPECIAL_PRICE,UI_Price,UI_Special_Price,ADD_TO_BAG,STATUS,RELEASE_DATE,URL
AF4069,230,,230.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/duramo-trainer-shoes-iuw05.html?a=214_47756
AF4110,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux40.html?a=214_55598
AF4111,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux40.html?a=214_55488
AF4112,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux40.html?a=214_55643
AF4114,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux41.html?a=214_55629
AF4118,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux41.html?a=214_55524
AF4358,120,,120.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/snice-4-shoes-iuy58.html?a=214_55689
AF4359,120,,120.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/snice-4-shoes-iuy58.html?a=214_55673
AF4370,110,,110.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/manchester-united-fc-akwah-sandals-iuy63.html?a=214_55667
AF4371,160,,160.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/manchester-united-fc-shoes-iuy64.html?a=214_55746
AF4373,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace-football-training-shoes-iuy65.html?a=214_55681
AF4420,230,,230.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/barricade-aspire-3-stripes-shoes-kdh11.html?a=214_56137
AF4501,160,,160.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/hyperfast-2-0-shoes-kcx11.html?a=214_55785
AF4502,160,,160.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/hyperfast-2-0-shoes-kcx11.html?a=214_55750
AF4524,120,,120.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/sport-2-0-shoes-kcx19.html?a=214_47996
AF4612,60,,60.00,,Yes,Success,2016-15-03 00:00:00,http://adidasmystg.specom.io/duramo-slides-9.html?a=214_55726
AF4624,220,,220.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-club-shoes-kcx57.html?a=214_55775
