"articlenumber_value","price","special_price","releasedate"
"S12328","39",,"2015-01-04 00:00:00"
"S12630","89",,"2015-15-06 00:00:00"
"S12653","119",,"2015-15-06 00:00:00"
"S14294","109",,"2015-13-05 00:00:00"
"S17593","29",,"2015-01-03 00:00:00"
"S17995","69",,"2015-01-05 00:00:00"
"S21319","69",,"2016-01-02 00:00:00"
"S21320","69",,"2016-01-02 00:00:00"
"S21336","79",,"2016-01-02 00:00:00"
"S21338","79",,"2016-01-02 00:00:00"
"S21490","19",,"2015-01-01 00:00:00"
"S21998","12",,"2015-01-01 00:00:00"
"S23015","29",,"2016-01-01 00:00:00"
"S32010","139",,"2016-01-01 00:00:00"
"S74493","139",,"2016-01-01 00:00:00"
"S74495","139",,"2016-01-01 00:00:00"
"S74500","189",,"2016-01-01 00:00:00"
"S74514","79",,"2016-01-02 00:00:00"
"S74515","79",,"2016-01-02 00:00:00"
"S74516","79",,"2016-01-02 00:00:00"
"S74595","299",,"2016-05-02 00:00:00"
"S74597","299",,"2016-26-02 00:00:00"
"S74598","59",,"2016-29-01 00:00:00"
"S74602","79",,"2016-29-01 00:00:00"
"S74605","59",,"2016-29-01 00:00:00"
"S74615","159",,"2016-29-01 00:00:00"
"S74616","299",,"2016-29-01 00:00:00"
"S74632","109",,"2016-29-01 00:00:00"
"S74633","109",,"2016-05-02 00:00:00"
"S74634","109",,"2016-26-02 00:00:00"
"S74637","79",,"2016-29-01 00:00:00"
"S74645","109",,"2016-29-01 00:00:00"
"S74650","79",,"2016-29-01 00:00:00"
"S74672","159",,"2016-29-01 00:00:00"
"S74674","159",,"2016-05-02 00:00:00"
"S74679","299",,"2016-26-02 00:00:00"
"S74683","35",,"2016-01-02 00:00:00"
"S74685","35",,"2016-01-02 00:00:00"
"S74734","35",,"2016-01-02 00:00:00"
"S74735","35",,"2016-01-02 00:00:00"
"S74766","49",,"2016-01-01 00:00:00"
"S74931","269",,"2016-11-02 00:00:00"
"S74932","269",,"2016-11-02 00:00:00"
"S74933","299",,"2016-13-02 00:00:00"
"S75039","139",,"2016-01-02 00:00:00"
"S75126","129",,"2016-01-01 00:00:00"
"S75138","139",,"2016-01-01 00:00:00"
"S75157","129",,"2016-01-02 00:00:00"
"S75158","129",,"2016-01-02 00:00:00"
"S75159","129",,"2016-01-02 00:00:00"
"S75212","199",,"2016-13-02 00:00:00"
"S75246","179",,"2016-11-02 00:00:00"
"S75247","179",,"2016-11-02 00:00:00"
"S75249","139",,"2016-01-02 00:00:00"
"S75250","139",,"2016-01-02 00:00:00"
"S75443","65",,"2016-01-02 00:00:00"
"S75488","155",,"2016-01-01 00:00:00"
"S75556","139",,"2016-01-01 00:00:00"
"S75579","139",,"2016-11-02 00:00:00"
"S75580","139",,"2016-11-02 00:00:00"
"S75584","199",,"2016-13-02 00:00:00"
"S77982","35",,"2016-01-01 00:00:00"
"S77990","35",,"2016-01-01 00:00:00"
"S78015","49",,"2016-01-02 00:00:00"
"S78016","49",,"2016-01-02 00:00:00"
"S78019","49",,"2016-01-02 00:00:00"
"S78020","49",,"2016-01-02 00:00:00"
"S78394","159",,"2016-01-02 00:00:00"
"S78417","239",,"2016-15-01 00:00:00"
"S78563","109",,"2016-01-02 00:00:00"
"S78647","89",,"2016-01-01 00:00:00"
"S78648","109",,"2016-01-02 00:00:00"
"S78928","139",,"2016-01-02 00:00:00"
"S78930","139",,"2016-01-02 00:00:00"
"S78976","139",,"2016-01-01 00:00:00"
"S79021","129",,"2016-01-01 00:00:00"
"S79023","129",,"2016-01-01 00:00:00"
"S79047","199",,"2015-01-11 00:00:00"
"S79061","149",,"2016-15-02 00:00:00"
"S79062","149",,"2016-15-02 00:00:00"
"S79063","229",,"2016-01-02 00:00:00"
"S79078","169",,"2016-01-02 00:00:00"
"S79080","169",,"2016-01-02 00:00:00"
"S79095","139",,"2016-01-01 00:00:00"
"S79096","139",,"2016-01-01 00:00:00"
"S79126","169",,"2016-16-01 00:00:00"
"S79130","189",,"2016-01-01 00:00:00"
"S79299","159",,"2016-01-02 00:00:00"
"S79478","299",,"2016-30-01 00:00:00"
"S81337","99",,"2015-01-06 00:00:00"
"S81338","99",,"2015-01-06 00:00:00"
"S88115","69",,"2015-01-07 00:00:00"
"S90218","35",,"2015-15-08 00:00:00"
"S90220","35",,"2015-15-08 00:00:00"
"S90389","59",,"2015-01-07 00:00:00"
"S93138","45",,"2016-30-01 00:00:00"
"S93289","99",,"2016-01-01 00:00:00"
"S93452","59",,"2016-01-02 00:00:00"
"S93456","59",,"2016-01-01 00:00:00"
"S93497","99",,"2016-01-02 00:00:00"
"S95874","22",,"2016-01-01 00:00:00"
